,text,labels
477, YAY to som i no on twitterslowly slowly rest of the grade will come aroundhah  i hope ur ready for my constant tweets,2
478, thank you isay  kamusta ang bulacan historical gimmick at ang gilmore shopping trip,2
479,Plane tickets to UK and everywhere in Europe are BEYOND cheap for JuneOct but theres NO gig in the near future announced yet,2
480,if someone hadve told me things would get this hardi would never have done it,2
481,Had a blood test today   Wasnt too bad really Needed to dash  Starbucks after to revive my spirits with a nice Iced latte  a bunYum,2
482,Hope all the Mums out there had a Mothers Day with love close family  friends,2
483,Just finished Church Happy Mothers Day,2
484,found rollo and got happy  hmmm guess i really do need to be inserted back into the matrix o,2
485, The sight of it made my afternoon,2
486,Bonjour Twitterland ,2
487,Gorgeous day  Worked the Master Gardener plant sale trimmed smoke bushes and now to do some writing,2
488, you and  are both baitersss  hope tonight is fun,2
489, next year will be sweeet,2
490, Just try to do your best I hope you dont get laid off,2
491,EVERYBODY WELCOME   Hello Nicole ,2
492, Ive always been pretty athletic I especially love bball Anyway yeah I can run,2
493,a The rocky kind With little rockpools  octopi  shells  stuff Now I want to be at the beach Its the perfect overcast day,2
494,Waiting to go to bed Had a great weekend,2
495, lmao boss ross dont come on out here  I love that man he was the truth,2
496,Watching George Lopez Went to my school and played some basketball Today was pretty nice And HOT,2
497,peter lets smoke and watched dazed and confused thats a perfect pizza movie too,2
498, had  a little family party tonight   hope it rocked,2
499, WHOO HOO Congrats on getting under lbs,2
500, Id love that And dont think of it as easy Think of it as enthusiastic,2
501,  Sir  Everything Will Be Great InShaaAllah,2
502,Fighting with Nagios configuration  Great tool but the config is a bit of a labour,2
503,Kaufer You cant argue wthem as they actually have zero things to complain about so they make stuff up,2
504, TY sweetheart,2
505, wow thats good,2
506,What a gorgeous day And Im going to be stuck in a lab for the next  hours or so,2
507,Just woke up Gonna have a shower and go to Nans for Mothers day lunch Happy Mothers day,2
508,The Complete Black Books just arrived  looking forward to some entertaining tv nights  dvd,2
509,So from this moment foward imma have to spend my money wisely No dress and shoe shopping every week No more pigging out  my fav rest,2
510,try to play John Travoltas Grease Lightning bassline its cool,2
511, WOOOOOOOOOO   are you coming to Nottingham at any point  lovelovelove,2
512, Enjoy Family trumps everything,2
513,Sleeeep Good day nice night comfy bed,2
514, saw your pics so awesome,2
515,Yes today is Star Wars Day    May the th be with you,2
516, Im going big weekend  cant wait to see u x,2
517,spent a little too much  at Wombat but its cool cuz it was time to take care of Tamara good  YAY,2
518,thanks for the props,2
519,In YM when you sign in and sign out repeatedly youre not annoying,2
520,Its raining cats and dogs in Gdask today  looks nice though through a window,2
521,is hungryyyyyyy going to eat traditional indian foodthe pakistani way woowoo  hahaha ,2
522, Im thinking the Chevrolet Doom would be fitting for GM,2
523,WiSHiNG ALL THE MOTHERS A HAPPY MOTHERS DAY,2
524, Well its nice to see you Have a great day and tweet again soon,2
525,  hope yer ok hunny,2
526, Yeah it was great to be outside without rainsnow  cold air Love the sunny days,2
527,raven oh Im skeptical too I just think its the best thing he could have said under the circumstances,2
528, thank you,2
529, but I dont want to hurt you,2
530,Toris was SO fun JB MOVIE WAS ABSOLUTELY AMAZING and i had a good day at work  YAY i loved the movie ,2
531,You make me happy whether you know it or not  ,2
532,Lets continue being productive today,2
533,meeting up with strangers lol alone in vegas amazing,2
534, suhweet perfect timing,2
535, Ooh there you are haha Thanks posted it,2
536,  I love you and Day  but that video was questionable cant say that I liked it,2
537, httptwitpiccomjdtj  have a safe journey back home hope you come back soon,2
538, Smooches to you as well have a great day,2
539, awwww thought itd be a yummy experience  Will try it next time Kapag magkakasama ulet tayo nila Mapet ,2
540, whooop you got me on twitter  dang our line of communication keeps growing,2
541,did you kno that  is amazing  and ive known him since he got twitter and his most tweeted words are know haha ,2
542, So ur moomie liked the Pandora you can buy me one next lol,2
543, lol sounds fun,2
544,Gooood party last night  Although I am extremely tired now xD Off to bed to lounge around watch tv and sleep all day,2
545, Good morning  Its raining here,2
546,httpbitlyedr  this is cool van helden,2
547, pages left to read then it will be time to start all over again and again  Off to Lunch Dutylove th graders,2
548,Is on her way home  aloha and good night everyone,2
549, face  and nanawish i was there last night,2
550, A little Chair Lift tonight would be muchly appreciated,2
551,wants to greet all the moms out there a Happy Mothers Day May you enjoy your day,2
552, yeah the tomato paste and oil is traditional on a sandwich eat it with some olives and maltese cheese  yum,2
553,HAPPY BDAY SHARON,2
554, kiss kiss stu deezy off to bed to have sweet dreams of you maam  hehe xxoxo,2
555,good time Rocking out  open mic thanks  all the love n support Now working on Business plan presentation No CG again nite,2
556,Kyles going out of town this weekend  play time wif my fwiends Rawrrr,2
557,is satisfied with her FP review,2
558,  I know It was drizzling all the way to work  Hope it warms up this weekend,2
559, ooh ouch   lovely weather but  cover up sugar x,2
560,okay need to hit the sack  i gotta wake up in like  hours   goodnight everyone,2
561, just trying to make you feel at home,2
562,im very much excited to go back to school,2
563,HAPPY MOTHERS DAY TO MY BEAUTIFUL MOMMIES,2
564, Yep tomorrow night  Just saw the ad squeals LOVED this season,2
565,Enjoying time with the gf,2
566,Scotts the only guy for me   Good night,2
567,  that is awesome,2
568,wowi have to many bookmarksi just spent a good hour organizing,2
569,Fab wedding yesterday feet still sore from dancing so must be a good sign V glad to wake up in my own bed this morning,2
570,I just want somebody to love and who loves me I think and daydream about about that CONSTANTLY,2
571, i know right im superexcited  i told yall this is the busiest time of year for me,2
572,  you better come back soon ,2
573,YAY GO TAYLOR SWIFT come to australia again,2
574,Download movie  Still Waiting httptinyurlcomdgsj cool movie,2
575,I have a better idea need a couple hour of relax bed time Sweet dreams to everyone  love u all,2
576,looking forward to coffee and driving tomorrow really,2
577,Hey  wow cheers for the insight ppl  looks FUN oh im just stunnedits AWEOMSE   robluketic live  httpustreamwv,2
578, Good morning,2
579,possessed beyond certainty that she has made the rite decision,2
580,  Youtube loves my HD videos  well maybe,2
581,omds holly steel bless her  x,2
582,Somebody please save the polar bears,2
583,I dont feel any pressure right now    Happy Mothers Day people,2
584,Lazy day in is awesome but I really should go out,2
585,New day in new home   happy mom day  me,2
586,my momma is comin night   morrow tennis day with pnar yuppie ,2
587,Ohhh  only a bit of time left to have an account on the forums I do hope I get to be a leader some day ,2
588,had a great time talkin with Mike tonight for three hrs,2
589, so see you on my birthday visit me  haha why wack Saturday ,2
590, In two months i will have something of the kinf of prom  and im really excited and you havent any contact to her,2
591, yess they came to amsterdam on the th of april  best night everr have you,2
592,  i love you mooorrreeee,2
593, thank you  btw if ure wondering you can check out the Fuel brand here   ,2
594,thursday night was amazing taylor swift gave me one of her braclets,2
595,thanks ,2
596, Greatings from planet shannan we have laded once again on your lanet  hopefull we come in peace  HmmHaiaa,2
597,Just finnished my Double Cheeseburger It was good  Ready to watch the Spanish F,2
598, quite all right  sounds better than clock coming from a female anyway,2
599, oh my god i finally found someone online haha,2
600,Had a good time at Flapataco with   and ,2
601, Cheers  Id like to thank zBrush for making it all possible,2
602,tastic Great  cant you twitter from there,2
603,Kinda feeling in a reggae mood hope you all enjoy the smoothness on this lovely weekend,2
604,It was my baby bros last time singing in front of his school  im so so proud of him  but when did i get old  im only ,2
605, Okay will work on that too but please remind me again,2
606, I listen it right now  so much fun  No I just have to get it somehow,2
607, awww a very happy birthday to him,2
608, you work really hard so sometimes you need a break haha  so yeahjust let me know if you need help in anythin,2
609,Oh great Radio Disney doesnt crash with the latest webkit so my kid can run it again HEY WAIT,2
610, congratulations woootwoooo   great game  nakakahyper kayo,2
611, Sorry for your loss  I know how you feel  She or he was a lucky cat,2
612, would that just eat away at your masculinity What masculinity did you have p haha ud probs beat me tho  haha xo,2
613,Yogurting Home from lady Monas on the fone w no song from Yoplait Lookin forward to hrs w  tmorrow  rehearsals  Gnight all,2
614, I love Broughty Ferry,2
615,The seat was a nice place to go,2
616, Mintyfresh Thanks very much,2
617,My mother is taking Gambit to the vet today I hope its nothing too serious,2
618,miacherry morning kik enjoy your breakfast,2
619, oh gaha no of course i wasnt offended why would i be  id love to play for you some day,2
